source,original_file,segment,start_sample,end_sample,duration_sec,output_file
XENO,MagpieRecord_488921,6,738994,770126,1.412,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg006.wav
XENO,MagpieRecord_488921,7,1028786,1056078,1.238,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg007.wav
XENO,MagpieRecord_488921,8,1089970,1109070,0.866,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg008.wav
XENO,MagpieRecord_488921,9,1164210,1211982,2.167,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg009.wav
XENO,MagpieRecord_488921,10,1346994,1391694,2.027,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg010.wav
XENO,MagpieRecord_488921,11,1559218,1596238,1.679,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg011.wav
XENO,MagpieRecord_488921,12,1747378,1809486,2.817,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg012.wav
XENO,MagpieRecord_488921,13,1971634,2013774,1.911,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg013.wav
XENO,MagpieRecord_488921,14,2060722,2104910,2.004,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg014.wav
XENO,MagpieRecord_488921,15,2169266,2227278,2.631,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg015.wav
XENO,MagpieRecord_488921,16,2314418,2376782,2.828,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg016.wav
XENO,MagpieRecord_488921,17,2497714,2558798,2.77,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg017.wav
XENO,MagpieRecord_488921,18,2753458,2799950,2.108,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg018.wav
XENO,MagpieRecord_488921,19,2882994,2900814,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg019.wav
XENO,MagpieRecord_488921,20,3023026,3065678,1.934,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg020.wav
XENO,MagpieRecord_488921,21,3199922,3252046,2.364,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg021.wav
XENO,MagpieRecord_488921,22,3284146,3328590,2.016,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg022.wav
XENO,MagpieRecord_488921,23,3389874,3446606,2.573,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg023.wav
XENO,MagpieRecord_488921,24,3522738,3612494,4.071,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg024.wav
XENO,MagpieRecord_488921,25,3793074,3819342,1.191,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg025.wav
XENO,MagpieRecord_488921,26,3946162,4007246,2.77,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg026.wav
XENO,MagpieRecord_488921,27,4064434,4108622,2.004,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg027.wav
XENO,MagpieRecord_488921,28,4150194,4196686,2.108,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg028.wav
XENO,MagpieRecord_488921,29,4327090,4383310,2.55,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg029.wav
XENO,MagpieRecord_488921,30,4535986,4603982,3.084,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg030.wav
XENO,MagpieRecord_488921,31,4741042,4800334,2.689,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg031.wav
XENO,MagpieRecord_488921,32,4933554,4975438,1.9,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg032.wav
XENO,MagpieRecord_488921,33,5093810,5155150,2.782,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg033.wav
XENO,MagpieRecord_488921,34,5285042,5341518,2.561,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg034.wav
XENO,MagpieRecord_488921,35,5440690,5521742,3.676,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg035.wav
XENO,MagpieRecord_488921,36,5650098,5683790,1.528,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg036.wav
XENO,MagpieRecord_488921,37,5833394,5886976,2.43,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_488921_seg037.wav
XENO,MagpieRecord_496301,1,244402,333902,4.059,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_496301_seg001.wav
XENO,MagpieRecord_496301,2,686514,750926,2.921,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_496301_seg002.wav
XENO,MagpieRecord_496301,3,1333170,1421134,3.989,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_496301_seg003.wav
XENO,MagpieRecord_562781,1,15282,37966,1.029,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_562781_seg001.wav
XENO,MagpieRecord_562781,2,196786,245070,2.19,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_562781_seg002.wav
XENO,MagpieRecord_562781,3,288946,317774,1.307,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_562781_seg003.wav
XENO,MagpieRecord_562781,4,386994,419918,1.493,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_562781_seg004.wav
XENO,MagpieRecord_562781,5,441010,518222,3.502,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_562781_seg005.wav
XENO,MagpieRecord_570404,1,29106,48462,0.878,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_570404_seg001.wav
XENO,MagpieRecord_570697,1,9138,68430,2.689,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_570697_seg001.wav
XENO,MagpieRecord_603194,1,0,49742,2.256,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603194_seg001.wav
XENO,MagpieRecord_603194,2,276658,327502,2.306,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603194_seg002.wav
XENO,MagpieRecord_603194,3,509106,566862,2.619,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603194_seg003.wav
XENO,MagpieRecord_603194,4,779698,830030,2.283,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603194_seg004.wav
XENO,MagpieRecord_603194,5,1041074,1091406,2.283,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603194_seg005.wav
XENO,MagpieRecord_603194,6,1294002,1343488,2.244,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603194_seg006.wav
XENO,MagpieRecord_603298,1,39346,77902,1.749,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg001.wav
XENO,MagpieRecord_603298,2,211122,238926,1.261,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg002.wav
XENO,MagpieRecord_603298,3,297394,331342,1.54,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg003.wav
XENO,MagpieRecord_603298,4,399282,432462,1.505,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg004.wav
XENO,MagpieRecord_603298,5,572594,616270,1.981,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg005.wav
XENO,MagpieRecord_603298,6,644274,689486,2.05,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg006.wav
XENO,MagpieRecord_603298,7,767410,804430,1.679,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg007.wav
XENO,MagpieRecord_603298,8,837810,855630,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg008.wav
XENO,MagpieRecord_603298,9,934834,961358,1.203,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg009.wav
XENO,MagpieRecord_603298,10,985010,1007694,1.029,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg010.wav
XENO,MagpieRecord_603298,11,1030322,1048910,0.843,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg011.wav
XENO,MagpieRecord_603298,12,1064882,1083470,0.843,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg012.wav
XENO,MagpieRecord_603298,13,1122994,1142606,0.889,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg013.wav
XENO,MagpieRecord_603298,14,1165746,1185102,0.878,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg014.wav
XENO,MagpieRecord_603298,15,1345714,1378894,1.505,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_603298_seg015.wav
XENO,MagpieRecord_614416,1,160434,189710,1.328,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_614416_seg001.wav
XENO,MagpieRecord_63369,1,6066,29518,1.064,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_63369_seg001.wav
XENO,MagpieRecord_63369,2,214194,243712,1.339,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_63369_seg002.wav
XENO,MagpieRecord_638372,1,45234,64590,0.878,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_638372_seg001.wav
XENO,MagpieRecord_684055,1,123314,141646,0.831,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_684055_seg001.wav
XENO,MagpieRecord_684055,2,166834,186702,0.901,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_684055_seg002.wav
XENO,MagpieRecord_684055,3,440754,459342,0.843,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_684055_seg003.wav
XENO,MagpieRecord_684055,4,532146,553294,0.959,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_684055_seg004.wav
XENO,MagpieRecord_729284,1,154290,191566,1.691,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_729284_seg001.wav
XENO,MagpieRecord_729285,1,0,62798,2.848,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_729285_seg001.wav
XENO,MagpieRecord_729285,2,257458,319822,2.828,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_729285_seg002.wav
XENO,MagpieRecord_729285,3,579250,645710,3.014,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_729285_seg003.wav
XENO,MagpieRecord_729285,4,790706,853838,2.863,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_729285_seg004.wav
XENO,MagpieRecord_729285,5,1017778,1080142,2.828,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_729285_seg005.wav
XENO,MagpieRecord_729285,6,1274290,1334784,2.743,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_729285_seg006.wav
XENO,MagpieRecord_729286,1,175794,195150,0.878,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_729286_seg001.wav
XENO,MagpieRecord_729286,2,271794,302414,1.389,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_729286_seg002.wav
XENO,MagpieRecord_859891,1,1714,19790,0.82,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_859891_seg001.wav
XENO,MagpieRecord_859891,2,163506,183630,0.913,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_859891_seg002.wav
XENO,MagpieRecord_859891,3,608946,628558,0.889,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_859891_seg003.wav
XENO,MagpieRecord_881017,1,22194,41806,0.889,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_881017_seg001.wav
XENO,MagpieRecord_913475,1,2482,46926,2.016,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_913475_seg001.wav
XENO,MagpieRecord_96884,1,41650,67918,1.191,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_96884_seg001.wav
XENO,MagpieRecord_96884,2,363186,390990,1.261,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_96884_seg002.wav
XENO,MagpieRecord_96884,3,529586,556544,1.223,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\song\MagpieRecord_96884_seg003.wav
PRIMARY,jewruralcall,1,140466,194048,2.43,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_jewruralcall_seg001.wav
PRIMARY,powerpolenetanyahururalcall,1,176562,197454,0.947,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_powerpolenetanyahururalcall_seg001.wav
PRIMARY,powerpolenetanyahururalcall,2,325298,349262,1.087,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_powerpolenetanyahururalcall_seg002.wav
PRIMARY,powerpolenetanyahururalcall,3,365234,383822,0.843,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_powerpolenetanyahururalcall_seg003.wav
PRIMARY,rural call,1,165810,192078,1.191,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_rural call_seg001.wav
PRIMARY,yt8mincliptobeseparated,1,690,112718,5.081,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg001.wav
PRIMARY,yt8mincliptobeseparated,2,167602,186446,0.855,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg002.wav
PRIMARY,yt8mincliptobeseparated,3,296370,314190,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg003.wav
PRIMARY,yt8mincliptobeseparated,4,480434,507470,1.226,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg004.wav
PRIMARY,yt8mincliptobeseparated,5,590770,630094,1.783,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg005.wav
PRIMARY,yt8mincliptobeseparated,6,1047730,1080654,1.493,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg006.wav
PRIMARY,yt8mincliptobeseparated,7,1116082,1161550,2.062,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg007.wav
PRIMARY,yt8mincliptobeseparated,8,1453746,1519694,2.991,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg008.wav
PRIMARY,yt8mincliptobeseparated,9,1656242,1744206,3.989,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg009.wav
PRIMARY,yt8mincliptobeseparated,10,1847986,1869390,0.971,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg010.wav
PRIMARY,yt8mincliptobeseparated,11,2743474,2781006,1.702,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg011.wav
PRIMARY,yt8mincliptobeseparated,12,3106994,3134542,1.249,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg012.wav
PRIMARY,yt8mincliptobeseparated,13,3282098,3437390,7.043,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg013.wav
PRIMARY,yt8mincliptobeseparated,14,3560882,3668558,4.883,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg014.wav
PRIMARY,yt8mincliptobeseparated,15,3866034,3960910,4.303,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg015.wav
PRIMARY,yt8mincliptobeseparated,16,4158898,4254542,4.338,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg016.wav
PRIMARY,yt8mincliptobeseparated,17,4403378,4460878,2.608,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg017.wav
PRIMARY,yt8mincliptobeseparated,18,4713906,4780622,3.026,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg018.wav
PRIMARY,yt8mincliptobeseparated,19,4866226,4925774,2.701,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg019.wav
PRIMARY,yt8mincliptobeseparated,20,5150642,5218382,3.072,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg020.wav
PRIMARY,yt8mincliptobeseparated,21,5362098,5424974,2.852,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg021.wav
PRIMARY,yt8mincliptobeseparated,22,5452466,5597262,6.567,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg022.wav
PRIMARY,yt8mincliptobeseparated,23,5619890,5834830,9.748,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg023.wav
PRIMARY,yt8mincliptobeseparated,24,5868978,5957966,4.036,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg024.wav
PRIMARY,yt8mincliptobeseparated,25,6025138,6077262,2.364,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg025.wav
PRIMARY,yt8mincliptobeseparated,26,6319538,6367310,2.167,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg026.wav
PRIMARY,yt8mincliptobeseparated,27,6451634,6486094,1.563,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg027.wav
PRIMARY,yt8mincliptobeseparated,28,6771890,6832718,2.759,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg028.wav
PRIMARY,yt8mincliptobeseparated,29,6882994,7022414,6.323,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg029.wav
PRIMARY,yt8mincliptobeseparated,30,7423154,7509326,3.908,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg030.wav
PRIMARY,yt8mincliptobeseparated,31,7644594,7752270,4.883,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg031.wav
PRIMARY,yt8mincliptobeseparated,32,9084850,9103694,0.855,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg032.wav
PRIMARY,yt8mincliptobeseparated,33,9301170,9318990,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg033.wav
PRIMARY,yt8mincliptobeseparated,34,9453234,9471054,0.808,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg034.wav
PRIMARY,yt8mincliptobeseparated,35,9519538,9538638,0.866,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg035.wav
PRIMARY,yt8mincliptobeseparated,36,9623986,9642318,0.831,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg036.wav
PRIMARY,yt8mincliptobeseparated,37,9714866,9733966,0.866,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg037.wav
PRIMARY,yt8mincliptobeseparated,38,10418610,10436942,0.831,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg038.wav
PRIMARY,yt8mincliptobeseparated,39,10464434,10483022,0.843,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg039.wav
PRIMARY,brunswick urban calls good,1,3250,32078,1.307,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_brunswick urban calls good_seg001.wav
PRIMARY,brunswick urban calls good,2,65714,101454,1.621,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_brunswick urban calls good_seg002.wav
PRIMARY,doncaster calls,1,130738,150862,0.913,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_doncaster calls_seg001.wav
PRIMARY,homing11-20(2beseparated),1,55474,90190,1.574,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_homing11-20(2beseparated)_seg001.wav
PRIMARY,homing11-20(2beseparated),2,148402,269646,5.499,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_homing11-20(2beseparated)_seg002.wav
PRIMARY,homing11-20(2beseparated),3,362930,418894,2.538,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_homing11-20(2beseparated)_seg003.wav
PRIMARY,homing11-20(2beseparated),4,508850,541518,1.482,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_homing11-20(2beseparated)_seg004.wav
PRIMARY,homing11-20(2beseparated),5,772018,838734,3.026,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_homing11-20(2beseparated)_seg005.wav
PRIMARY,homing11-20(2beseparated),6,1014194,1034830,0.936,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_homing11-20(2beseparated)_seg006.wav
PRIMARY,homing11-20(2beseparated),7,1126578,1160270,1.528,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_homing11-20(2beseparated)_seg007.wav
PRIMARY,homing11-20(2beseparated),8,1276594,1314638,1.725,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_homing11-20(2beseparated)_seg008.wav
PRIMARY,homing11-20(2beseparated),9,1362610,1429326,3.026,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_homing11-20(2beseparated)_seg009.wav
PRIMARY,urban call 1 ,1,541874,631886,4.082,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\urban\call\PRIMARY_urban call 1 _seg001.wav
